names,address,latitude,longitude,place_id,longitude.1,latitude.1
ALDI,"800 N Kedzie Ave, Chicago, IL 60651, USA",41.8968152,-87.7084912,ChIJ7-1yTq0yDogRFNj2BYzT6aA,-87.7084912,41.8968152
ALDI,"3030 S Kedzie Ave, Chicago, IL 60623, USA",41.8382567,-87.7056491,ChIJY1vY33IyDogRuQjmD2T3HVk,-87.7056491,41.8382567
ALDI,"3835 W Madison St, Chicago, IL 60624, USA",41.8805215,-87.7224209,ChIJb04h38MyDogR94hsahvPU9w,-87.7224209,41.8805215
ALDI,"1753 N Milwaukee Ave, Chicago, IL 60647, USA",41.9134231,-87.6817959,ChIJlbqUjr7SD4gRGjWaiksfsyc,-87.6817959,41.9134231
ALDI,"2828 N Central Ave, Chicago, IL 60634, USA",41.9319734,-87.7666255,ChIJp21VWY_MD4gRMfH3n4yKeq0,-87.7666255,41.9319734
ALDI,"1440 N Kostner Ave, Chicago, IL 60651, USA",41.907172,-87.7366206,ChIJYzW3_SfND4gRgDtXWAy8qVU,-87.7366206,41.907172
ALDI,"1836 N Clybourn Ave, Chicago, IL 60614, USA",41.9145652,-87.6551582,ChIJ8-z6wCHTD4gRDlwfnijjU_Q,-87.6551582,41.9145652
ALDI,"3320 W Belmont Ave, Chicago, IL 60618, USA",41.9398328,-87.7118467,ChIJT9q-O5zND4gRNQ72iu0mevs,-87.7118467,41.9398328
ALDI,"5001 N Pulaski Rd, Chicago, IL 60630, USA",41.9728622,-87.7277397,ChIJTVdSQtfND4gR_B2e5xJFBWE,-87.7277397,41.9728622
ALDI,"2431 W Montrose Ave, Chicago, IL 60618, USA",41.9610857,-87.6898562,ChIJz1A5fw7SD4gRZ7d5ojfaslQ,-87.6898562,41.9610857
ALDI,"4645 W Diversey Ave, Chicago, IL 60639, USA",41.9308145,-87.7428243,ChIJ2YEm6vvMD4gRdkG7XbjU3u0,-87.7428243,41.9308145
ALDI,"4030 W Wrightwood Ave, Chicago, IL 60639, USA",41.928672,-87.7287719,ChIJSzURXQXND4gRN5_CDTzwfIw,-87.7287719,41.928672
ALDI,"6221 North Broadway, Chicago, IL 60660, USA",41.9951182,-87.6600081,ChIJp6ztgJ_RD4gR9Imcvs8Jo0c,-87.6600081,41.9951182
ALDI,"620 W 63rd St, Chicago, IL 60621, USA",41.7804045,-87.6404634,ChIJSem64eAuDogRFRUFRhQde7s,-87.6404634,41.7804045
ALDI,"2600 N Clybourn Ave, Chicago, IL 60614, USA",41.9285993,-87.6747807,ChIJO7Yjs_PSD4gRT2Oua02Jg3M,-87.6747807,41.9285993
ALDI,"4500 North Broadway, Chicago, IL 60640, USA",41.9637664,-87.6568743,ChIJeXUOE83TD4gR2aY-FrI5uew,-87.6568743,41.9637664
ALDI,"5629 W Fillmore St, Chicago, IL 60644, USA",41.867234,-87.7649071,ChIJ1-D7PHAzDogRCS7l7qIqdVY,-87.7649071,41.867234
ALDI,"6520 W Fullerton Ave, Chicago, IL 60707, USA",41.925979,-87.7886595,ChIJZ0kqKW_LD4gRKw4-MW-HoYs,-87.7886595,41.925979
ALDI,"6220 N California Ave, Chicago, IL 60659, USA",41.9943932,-87.6998768,ChIJCT7FoR_OD4gRkGJEAiftYOA,-87.6998768,41.9943932
Aldi,5775 South Archer Avenue,41.79623944,-87.75715162,w162508392,-87.75715162,41.79623944
Aldi,2211 Oakton Street,42.02761282,-87.70456235,w173484288,-87.70456235,42.02761282
Aldi,1630 South Ardmore Avenue,41.85940321,-87.97891152,w194775094,-87.97891152,41.85940321
ALDI,1246 East 87th Street,41.73706951,-87.59396305,w211068269,-87.59396305,41.73706951
Aldi,1237 State Street,41.65508304,-87.99793645,w318161409,-87.99793645,41.65508304
Aldi,NA NA,42.02859956,-87.89276651,w430887629,-87.89276651,42.02859956
Aldi,4630 West Cermak Road,41.85169728,-87.74046828,w470122702,-87.74046828,41.85169728
Aldi,NA NA,41.75066694,-88.00166077,w547783941,-88.00166077,41.75066694
ALDI,4833 Oakton Street,42.0249388,-87.7485669,n281003161,-87.7485669,42.0249388
Aldi,NA NA,41.7165991,-87.781781,n2300431090,-87.781781,41.7165991
Aldi,9310 Irving Park Road,41.9549783,-87.8598816,n2853917427,-87.8598816,41.9549783
Aldi,2000 South Harlem Avenue,41.8537951,-87.8049991,n4203603992,-87.8049991,41.8537951
ALDI,NA NA,41.6735707,-87.7206523,n4677198610,-87.7206523,41.6735707
ALDI,4703 North Harlem Avenue,41.9654847,-87.8060944,n4929729045,-87.8060944,41.9654847
Aldi Foods,6250 West Touhy Avenue,42.01266284,-87.78268136,w24860790,-87.78268136,42.01266284
Alrasheed Meat Market Grocery,"3255 W 63rd St, Chicago, IL 60629, USA",41.7788229,-87.7052646,ChIJfyv_3dIxDogR1CsY-RXctJk,-87.7052646,41.7788229
Amish Farmers,9711b West Grand Avenue,41.9295946,-87.8681443,n5121033821,-87.8681443,41.9295946
Amish Healthy Foods,"1025 N Western Ave, Chicago, IL 60622, USA",41.9001769,-87.6866604,ChIJzZSmbLLSD4gRRFkEVprVBHA,-87.6866604,41.9001769
Ana's Food Mart Inc,"11545 S Michigan Ave, Chicago, IL 60628, USA",41.6840899,-87.6204401,ChIJWdQDqSckDogR4JvnemDPBkw,-87.6204401,41.6840899
Andersonville Farmers Market,"1500 W Berwyn Ave, Chicago, IL 60640, USA",41.9780083,-87.6683433,ChIJQVLfhojRD4gROv2qQgp52vY,-87.6683433,41.9780083
Andy's Fruit Ranch,"4733 N Kedzie Ave, Chicago, IL 60625, USA",41.9676801,-87.7082859,ChIJhdIyOeXND4gRfHVCrJ8xEcw,-87.7082859,41.9676801
Angelo Caputo's Fresh Markets,42 East Ogden Ave,41.81145711,-87.98655127,w131885148,-87.98655127,41.81145711
Angelo's Foods,NA NA,41.78510134,-88.03687624,w545925103,-88.03687624,41.78510134
Apple Bite Mart,2919 North Broadway,41.9356614,-87.6440876,n2359667302,-87.6440876,41.9356614
Armitage Produce,3330 West Armitage Avenue,41.91764199,-87.71149337,w163885262,-87.71149337,41.91764199
Ashland Market,"1053 N Ashland Ave, Chicago, IL 60622, USA",41.9012891,-87.6672306,ChIJb5o68dHSD4gRyU32A7xofKQ,-87.6672306,41.9012891
Atela Food Market Inc,"747 E 89th St, Chicago, IL 60619, USA",41.7328772,-87.6050373,ChIJozqgThwmDogRqp3V2ijTolk,-87.6050373,41.7328772
Austin Grocery Market,"5649 W Chicago Ave, Chicago, IL 60651, USA",41.894584,-87.767458,ChIJC4imb1IzDogRUSGvfqWuIAQ,-87.767458,41.894584
Avenue Food Mart,"6850 W Belmont Ave, Chicago, IL 60634, USA",41.9385687,-87.7975227,ChIJJ7plngrLD4gRBlMSMqHo_vQ,-87.7975227,41.9385687
Avenue Grocery,"326 N Central Ave, Chicago, IL 60644, USA",41.886547,-87.765555,ChIJW_GtPkUzDogR0GF6LTH3zqw,-87.765555,41.886547
Avenue Grocery Mart,"4948 W Chicago Ave, Chicago, IL 60651, USA",41.8951145,-87.7501996,ChIJ5wXLoDMzDogRtCz90I88MBw,-87.7501996,41.8951145
"Azteca Mini Market, Inc.","3649 E 106th St, Chicago, IL, Chicago, IL 60617, USA",41.7025295,-87.5345968,ChIJ-_WSJ3rYEYgRNIV3SakjvOw,-87.5345968,41.7025295
Azure Meat Market & Grocery,"2547 W Lawrence Ave # B, Chicago, IL 60625, USA",41.9682324,-87.6933129,ChIJd-5liAbSD4gRWy8i6iN1mP8,-87.6933129,41.9682324
B & H Grocery,"713 S Albany Ave, Chicago, IL 60612, USA",41.8723328,-87.7032896,ChIJb-z0W5kyDogR9nriM5fkOuw,-87.7032896,41.8723328
B & J Supermarket,"Chicago, IL 60628, USA",41.6864807,-87.6285099,ChIJq6qqqjokDogR3vtzyf5qW80,-87.6285099,41.6864807
B & K Food Market,"4058 W Belmont Ave, Chicago, IL 60641, USA",41.9391667,-87.7295033,ChIJyxyVVKjND4gRllT5NuLEUNk,-87.7295033,41.9391667
B&Y Groceries,"7041 S Wentworth Ave, Chicago, IL 60621, USA",41.7659707,-87.6296438,ChIJ_VuntTovDogRqeJjOHryOx8,-87.6296438,41.7659707
Bangie's Supermarket,"3801 S Kedzie Ave, Chicago, IL 60632, USA",41.824295,-87.704142,ChIJPRYFTwQyDogRo-6TqYcaOwo,-87.704142,41.824295
Bayan Grocery Inc,"3134 N Narragansett Ave, Chicago, IL 60634, USA",41.9375911,-87.7861544,ChIJCwdUAnjLD4gR8lKsRNEaUSw,-87.7861544,41.9375911
Baylor Melon Market,"10100 S Halsted St, Chicago, IL 60628, USA",41.7103704,-87.6432154,ChIJjwjYXbklDogRsmkV7wR0ang,-87.6432154,41.7103704
Bensidoun USA Inc,"405 N Wabash Ave, Chicago, IL 60611, USA",41.8898017,-87.626024,ChIJaTaGea4sDogRWM0_tDFZEUI,-87.626024,41.8898017
Berkeley Finer Foods,NA NA,41.88874619,-87.90519519,w327452743,-87.90519519,41.88874619
Best Choice Oriental Grocery,"2403 S Wentworth Ave, Chicago, IL 60616, USA",41.8489913,-87.6317918,ChIJG6a0RGQsDogRoO9wfG_v8pk,-87.6317918,41.8489913
Beverly Farmers Market,"1827 95th St, Chicago, IL 60643, USA",41.7208623,-87.6688801,ChIJ8y5ak20lDogRIFWtfMuU8ao,-87.6688801,41.7208623
Big Apple Finer Foods,"2345 N Clark St, Chicago, IL 60614, USA",41.9249399,-87.6399393,ChIJW6H4mxLTD4gR7WlhXgw5hfg,-87.6399393,41.9249399
BIG CITY MARKET,"5616 S Western Ave, Chicago, IL 60636, USA",41.7918119,-87.6840576,ChIJ5X1bizsuDogRd9k2JTCgyp0,-87.6840576,41.7918119
Big Lots,480 Georgetown Square,41.964621,-87.9968383,n5192231369,-87.9968383,41.964621
Big Sam's Mini Mart,"133 E 75th St, Chicago, IL 60619, USA",41.7579881,-87.6202384,ChIJiyQRATUvDogRYtdHeVg0oEo,-87.6202384,41.7579881
BJ's Market & Bakery,"1156 W 79th St, Chicago, IL 60620, USA",41.7507356,-87.6535606,ChIJ7f6CtnYvDogRBLqbObixH0Q,-87.6535606,41.7507356
Bob's Liquors & Grocery,"5069 W Madison St, Chicago, IL 60644, USA",41.880066,-87.752719,ChIJkc-wYT4zDogRGC_KQNcru54,-87.752719,41.880066
Bockwinkel's,"320 E Ohio St, Chicago, IL 60611, USA",41.8927663,-87.6194187,ChIJkdgCiaosDogRt8mcWCczySI,-87.6194187,41.8927663
Bockwinkel's at Harbor Point,"155 N Harbor Dr, Chicago, IL 60601, USA",41.8849151,-87.6146663,ChIJcThJ1lkrDogR3wHfM9v4T_U,-87.6146663,41.8849151
Bonne Sante Health Foods,1512 East 53rd Street,41.7997068,-87.5884495,n1888622842,-87.5884495,41.7997068
Boricua Market,"3334 W Armitage Ave, Chicago, IL 60647, USA",41.9176422,-87.7115616,ChIJ_caJ7mnND4gRwl2xvEAq9kw,-87.7115616,41.9176422
Boxville,"332 E 51st St, Chicago, IL 60615, USA",41.8021215,-87.6182115,ChIJ6e_XxkwpDogRTdFq_Vsa6hU,-87.6182115,41.8021215
Breakthrough Fresh Market,"3334 W Carroll Ave, Chicago, IL 60624, USA",41.88778,-87.710066,ChIJA7YaibAyDogRqT00jEn2eDw,-87.710066,41.88778
Broadway Supermarket,4879 North Broadway,41.9711524,-87.6590455,n2626227786,-87.6590455,41.9711524
Bronzeville Community Market,"S King Dr & E 47th St, Chicago, IL 60653, USA",41.8093797,-87.6168571,ChIJB49JbVMpDogROzZ8LK3I1pc,-87.6168571,41.8093797
Bronzeville Community Market,"S King Dr & E 26th St, Chicago, IL 60616, USA",41.8457168,-87.6176452,ChIJJYC25ocrDogRQNf7gq-CDMM,-87.6176452,41.8457168
Brookhaven Marketplace,NA NA,41.7495325,-87.97533378,w306673031,-87.97533378,41.7495325
Brown Fresh Fish Market,"139 W 118th St, Chicago, IL 60628, USA",41.6795339,-87.62675,ChIJ-T6UGiMkDogR42BZEjM4Loo,-87.62675,41.6795339
Bryn Mawr Fresh Market,"3318 W Bryn Mawr Ave, Chicago, IL 60659, USA",41.9831471,-87.71211,ChIJ9RYVgw7OD4gRWpRrxC0w0Zg,-87.71211,41.9831471
Butcher & Larder,NA NA,41.9004048,-87.6621198,n3652936566,-87.6621198,41.9004048
Butera,4761 North Nagle Avenue,41.96765981,-87.78724646,w206920779,-87.78724646,41.96765981
Butera,NA NA,41.9600903,-87.8344006,n2270551531,-87.8344006,41.9600903
Cadillac 4 In 1 Food Market,"6901 S Wentworth Ave, Chicago, IL 60621, USA",41.7689502,-87.6297354,ChIJ0ZipmCUvDogR_wjyQfU3C7o,-87.6297354,41.7689502
Candy's Grocery,"1366 W Ohio St, Chicago, IL 60642, USA",41.8926032,-87.6621605,ChIJv_4rlystDogRQkIWAAO0bvo,-87.6621605,41.8926032
Caputo's Finer Foods,2400 North Harlem Avenue,41.92472777,-87.8069189,w376995334,-87.8069189,41.92472777
Carniceria Guanajuato,"5250 W Fullerton Ave, Chicago, IL 60639, USA",41.9243039,-87.7583048,ChIJ2e10OZPMD4gRUhKX-1yYuEk,-87.7583048,41.9243039
Carniceria Guanajuato,3140 North California Avenue,41.9387842,-87.6980674,n392722752,-87.6980674,41.9387842
Carniceria Jimenez,3834-3850 West Fullerton Avenue,41.92482879,-87.72353692,w163897191,-87.72353692,41.92482879
Carniceria La Gloria,"2551 W 51st St, Chicago, IL 60632, USA",41.8008082,-87.6887264,ChIJzXnHwRkuDogRtahvUpibiQY,-87.6887264,41.8008082
Carniceria La Hacienda,"3629 W 63rd St, Chicago, IL 60629, USA",41.7785329,-87.714184,ChIJzdE0P8sxDogRpernqvYiXTw,-87.714184,41.7785329
Carniceria los cuates,"4531 W 67th St, Chicago, IL 60629, USA",41.7710449,-87.7361552,ChIJG67QM1YwDogRiOdykpyfeqA,-87.7361552,41.7710449
Carniceria Ricardo,4419-4423 West Diversey Avenue,41.93138844,-87.73789651,w162437789,-87.73789651,41.93138844
Carniceria Ruiz,3001 North Kedzie Avenue,41.9358449,-87.70727419,w163894573,-87.70727419,41.9358449
Carniceria y taqueria tierra caliente,"3312 W North Ave, Chicago, IL 60647, USA",41.9104001,-87.7098722,ChIJFXBp9kTND4gRdRsQdhA08h4,-87.7098722,41.9104001
Carnicerias Guanajuato,"1436 N Ashland Ave, Chicago, IL 60622, USA",41.9081507,-87.6679754,ChIJF1dc09rSD4gRB_vmpK9mw5g,-87.6679754,41.9081507
Carnicerias Jimenez,"4204 W North Ave, Chicago, IL 60639, USA",41.9099647,-87.7315736,ChIJT2HcKSTND4gRrYuuzX0Nsk0,-87.7315736,41.9099647
Carnicerias Jimenez,"5330 W Belmont Ave, Chicago, IL 60641, USA",41.9387472,-87.7601706,ChIJOR2quGHMD4gRxDNvNnONhPk,-87.7601706,41.9387472
Carnicerias Jimenez Fresh Market,NA NA,41.8939388,-87.8563095,n4207764085,-87.8563095,41.8939388
Carnival Foods,"458 W Dickens Ave, Chicago, IL 60614, USA",41.9202058,-87.6408068,ChIJb45xgBTTD4gRkGTMe2i17Pw,-87.6408068,41.9202058
Carnival Grocery,NA South Oak Park Avenue,41.8733355,-87.7937851,n4630603989,-87.7937851,41.8733355
Celina's Fresh Market,14164 McCarthy Road,41.6642646,-87.9655026,n4745966050,-87.9655026,41.6642646
Central Park Fruit Market,"3604 W Grand Ave, Chicago, IL 60651, USA",41.9025183,-87.7167819,ChIJcaod-knND4gRNcCSFLwrvpg,-87.7167819,41.9025183
Cermak Fresh Market,"3033 S Halsted St, Chicago, IL 60608, USA",41.8389,-87.645949,ChIJzTPCUEYsDogR2kHIThhUOec,-87.645949,41.8389
Cermak Fresh Market,"3435 S Archer Ave, Chicago, IL 60608, USA",41.8309609,-87.6761154,ChIJ2fu7KMItDogRBBIZmoPiy-M,-87.6761154,41.8309609
Cermak Fresh Market,"1711 W Cermak Rd, Chicago, IL 60608, USA",41.851681,-87.669281,ChIJuTbSbKYtDogRstVOihWTzOY,-87.669281,41.851681
Cermak Fresh Market,"3311 W 26th St, Chicago, IL 60623, USA",41.8438479,-87.7082707,ChIJ-1S0O24yDogRvCqjjCxZX50,-87.7082707,41.8438479
Cermak Fresh Market,"7220 S Cicero Ave, Chicago, IL 60629, USA",41.761436,-87.742814,ChIJNaabmfMwDogRDn2kD9Kqb9o,-87.742814,41.761436
Cermak Fresh Market,"4000 W Diversey Ave, Chicago, IL 60639, USA",41.9319922,-87.7277562,ChIJBacFCAbND4gR3XBBmmg8Yww,-87.7277562,41.9319922
Cermak Fresh Market,"4234 N Kedzie Ave, Chicago, IL 60618, USA",41.958463,-87.70851,ChIJ-3eObO3ND4gR-hzcHdy4U0Q,-87.70851,41.958463
Cermak Fresh Market,"6623 N Damen Ave, Chicago, IL 60645, USA",42.0024119,-87.6796016,ChIJVZ-dBcfRD4gRx9OtyXzwU70,-87.6796016,42.0024119
Cermak Grocery,"4156 W Cermak Rd, Chicago, IL 60623, USA",41.8517004,-87.7294857,ChIJD7jN2FAyDogRJsxukspUd3k,-87.7294857,41.8517004
Cermak Produce,"5220 S Pulaski Rd, Chicago, IL 60632, USA",41.7977815,-87.7245072,ChIJUXzIKpYxDogRoP2_kUUsRqw,-87.7245072,41.7977815
Cermak Produce,"2701 W North Ave, Chicago, IL 60647, USA",41.90995,-87.694909,ChIJb2vH46bSD4gRk6mFlQEW_x4,-87.694909,41.90995
Cermak Produce,"4401 W Armitage Ave, Chicago, IL 60639, USA",41.9167908,-87.7366301,ChIJVZVP-t_MD4gRyqTP6Aor4PI,-87.7366301,41.9167908
Cermak Produce Inc,"2820 N Cicero Ave, Chicago, IL 60641, USA",41.9320699,-87.7471532,ChIJ2RvkqfDMD4gRVMWNusRfacE,-87.7471532,41.9320699
Certified Grocery Basket,"351 E 103rd St, Chicago, IL 60628, USA",41.7071906,-87.6142074,ChIJtztZSHcmDogRvw0eKqxoOng,-87.6142074,41.7071906
Chatham Foods,"327 E 79th St, Chicago, IL 60619, USA",41.7509642,-87.6168502,ChIJN8wUnbQoDogRbEW_cR-9UOY,-87.6168502,41.7509642
Chicago Food Market,"2245 S Wentworth Ave, Chicago, IL 60616, USA",41.8515769,-87.631808,ChIJw9BlkWMsDogRn8-PXIDnCHM,-87.631808,41.8515769
Chicago French Market,131 North Clinton Street,41.8837923,-87.6406508,n2968230652,-87.6406508,41.8837923
Chicago International Produce Market,"2404 S Wolcott Ave, Chicago, IL 60608, USA",41.8466649,-87.6730936,ChIJNfcOjKQtDogREKETYA1IAdQ,-87.6730936,41.8466649
Chinatown Market,2121 South Archer Avenue,41.85361163,-87.63238946,w210537821,-87.63238946,41.85361163
City Fresh Market,"131 N Clinton St, Chicago, IL 60661, USA",41.8840575,-87.6411194,ChIJD-dqScYsDogRnD43f5MI6GM,-87.6411194,41.8840575
Columbus Park Community Market,"S Central Ave & W Congress Pkwy, Chicago, IL 60644, USA",41.8738166,-87.7646168,ChIJcTqw2mgzDogRwi56297ilQw,-87.7646168,41.8738166
Commercial Fish Market,"8913 S Commercial Ave, Chicago, IL 60617, USA",41.7332136,-87.5510113,ChIJqfR27eInDogRul4XgGm0OCk,-87.5510113,41.7332136
Commercial Groceries,"3004 E 100th St, Chicago, IL 60617, USA",41.7135579,-87.5505565,ChIJuza26pInDogRURFgNU1f3Dg,-87.5505565,41.7135579
Community Grocery,"3338 W Bryn Mawr Ave # 4, Chicago, IL 60659, USA",41.9832001,-87.7128251,ChIJIZJYLgzOD4gR1E7dK2V-NlQ,-87.7128251,41.9832001
Conte Di Savoia,"2227 W Taylor St, Chicago, IL 60612, USA",41.8689214,-87.6822848,ChIJ9SpQ0m0tDogRJ-zUBE-5_V0,-87.6822848,41.8689214
Conte Di Savoia,"1438 W Taylor St, Chicago, IL 60607, USA",41.8694096,-87.663243,ChIJt_bkiBstDogRAqE4YyMxdzs,-87.663243,41.8694096
Cost Plus World Market,"1623 N Sheffield Ave, Chicago, IL 60614, USA",41.9115154,-87.6527157,ChIJoyQW4iPTD4gRUjiiiVBwHzw,-87.6527157,41.9115154
Costco,7311 North Melvina Avenue,42.01507946,-87.78081169,w24860748,-87.78081169,42.01507946
Costco,2746 North Clybourn Avenue,41.92927339,-87.67744448,w31134658,-87.67744448,41.92927339
Costco,8400 West North Avenue,41.9092327,-87.83697407,w226321902,-87.83697407,41.9092327
COSTCO S CICERO,"7300 S Cicero Ave, Chicago, IL 60629, USA",41.759023,-87.744844,ChIJ0c5c0PIwDogR_V7QIPCrwLs,-87.744844,41.759023
Costco Wholesale,1901 West 22nd Street,41.84556891,-87.96607583,w60693804,-87.96607583,41.84556891
County Fair Foods,"10800 S Western Ave, Chicago, IL 60643, USA",41.6968218,-87.68167,ChIJt2QCXt8kDogR5VfGe2rYp-w,-87.68167,41.6968218
Cremeria La Ordena,"5958 S Pulaski Rd, Chicago, IL 60629, USA",41.7842346,-87.7232095,ChIJ6yXLOLExDogROz0sCEkExrQ,-87.7232095,41.7842346
D & Y Grocery Store,"8200 S Cottage Grove Ave, Chicago, IL 60619, USA",41.7456912,-87.6052987,ChIJp6LszKQoDogRMPdXGt0sK4c,-87.6052987,41.7456912
Daallo Meat & Grocery,"2742 W Devon Ave, Chicago, IL 60659, USA",41.9976594,-87.6989265,ChIJRbdJXSDOD4gRhiCXGy5g2lg,-87.6989265,41.9976594
Daniel's Grocery,"3101 W Irving Park Rd, Chicago, IL 60618, USA",41.9535396,-87.7057729,ChIJC-5hp43ND4gRWYkr2I5Mvnk,-87.7057729,41.9535396
Danny's Buy Low,"2220 N Western Ave, Chicago, IL 60647, USA",41.9223731,-87.6877812,ChIJETRxoJDSD4gR1f5CL48VH04,-87.6877812,41.9223731
Dearborn Wholesale Grocers,1841 West 79th Street,41.7500231,-87.66981483,w209633443,-87.66981483,41.7500231
Del Rancho Market Inc,"6816 W Grand Ave, Chicago, IL 60707, USA",41.9237811,-87.7959691,ChIJAXskUhPLD4gRDK-rQSjmdDE,-87.7959691,41.9237811
Devon Market,"1440 W Devon Ave, Chicago, IL 60660, USA",41.9983251,-87.6670834,ChIJ744yI6PRD4gRFQGefPs6uoQ,-87.6670834,41.9983251
Diala Grocery & Liquor,"1935 W Foster Ave, Chicago, IL 60640, USA",41.9757561,-87.6776452,ChIJqXGdq4rRD4gRXrgWSQKAuKI,-87.6776452,41.9757561
Dill Pickle Food Co-Op,3039 West Fullerton Avenue,41.9245547,-87.703911,n1262347259,-87.703911,41.9245547
